project,name,facility,owner,address,city,county,cost,sqft_stated,work,status,registered,start,end,scope,design_firm,url,sqft,sqft_source,primary,duplicate_of,cost_per_sqft,cost_suspect,area_is_campus,found_by,geo_precision,lon,lat
TABS2022015521,QTS FTW1 DC2,QTS FTW1 DC2,QTS Investment Properties Fort Worth LLC,14100 Park Vista Blvd,Fort Worth,Tarrant,100000000.0,471876,Additions to Existing Building,Project Registered,2022-04-01,2022-05-01,2023-06-01,"New 2 story Data Center including datahall, offices and generator yard",Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022015521,471876,,True,,212,False,False,operator name; scope of work,address,-97.259558,32.988591
TABS2025016366,QTS DFW2 DC2,QTS DFW2 DC2,"QTS Dallas I, LLC",303 Mason Road,Wilmer,Dallas,300000000.0,470000,New Construction,Project Registered,2025-04-10,2025-05-01,2026-06-01,"New two (2) story Data Center building approximately 470,000 SF. Building will house data center space on both floors with a small administration/business space to support the data center.",Highland Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016366,470000,,True,,638,False,False,operator name; scope of work,address,-96.695879,32.584506
TABS2026024091,Vantage DC Abilene - TX3 - Project Frontier,TX304,"Vantage Data Centers TX304, LLC",246 PR 1604 BLDG 4,Abilene,Shackelford,1315000000.0,453385,New Construction,Project Registered,2026-06-29,2025-09-26,2027-05-18,New Data Center Building,Kiewit,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024091,453385,,True,,2900,False,False,scope of work,address,-99.294683,32.726424
TABS2025014250,serverfarm - CTX2,serverfarm,Serverfarm,15555 Cutten Rd,Houston,Harris,137000000.0,438000,New Construction,Review Complete,2025-03-14,2025-07-11,2026-07-10,Ground-up construction of new data center in Harris County.,HKS Inc.,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014250,438000,,True,,313,False,False,scope of work,address,-95.564137,29.995477
TABS2026001234,VANTAGE DATA CENTER (TX12),TX12,VANTAGE DATA CENTERS TX1 LLC,17420 Omicron Dr,San Antonio,Bexar,276878327.0,432800,New Construction,Review Complete,2025-09-18,2025-10-14,2027-08-31,"TX12 is a new vantage data center at TX1 campus consisting of 2-story building with up to 96MW of critical IT capacity. LEVEL 1: 216,400 GSF / LEVEL 2: 216,400 GSF / TOTAL 432,800 GSF",Jacobs,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001234,432800,,True,,640,False,False,project name; scope of work,address,-98.80174,29.42001
TABS2024018570,ADC DFW03,DFW03,"Aligned Data Centers (Mansfield) PROPCO, LLC",3801 Britton Rd,Mansfield,Tarrant,120517941.0,429603,New Construction,Review Complete,2024-05-15,2024-06-24,2026-01-27,"2 STORY DATA CENTER WITH EXTERIOR GENERATOR YARD TOTALS 429,603 SF.",Gensler,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018570,429603,,True,,281,False,False,scope of work,address,-97.075826,32.550406
TABS2021004559,FTW3 F16,FTW3,Winner LLC,5000 Like Way,Fort Worth,Tarrant,25000000.0,428670,Renovation/Alteration,Project Registered,2020-11-17,2021-03-01,2024-04-30,"Renovation of existing data center including updates to Mechanical, Electrical, and Generator Yards.",,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2021004559,428670,,True,,58,False,False,scope of work,address,-97.26046,32.98518
TABS2024021896,DFW04,DFW04,Aligned Data Centers,601 NORTH STAR ROAD,Plano,Collin,161000000.0,425500,New Construction,Inspection Complete,2024-06-27,2024-10-01,2026-10-01,"425,000 SF new-construction data center.",Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021896,425500,,True,,378,False,False,scope of work,address,-96.657418,33.005332
TABS2025018769,Databank Red Oak - DFW12,DFW12,Databank,Stainback Rd,Red Oak,Ellis,325000000.0,425170,New Construction,Project Registered,2025-05-12,2026-11-15,2028-11-15,"New construction, two story data center with office component. 425,170 SF",JHET Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025018769,425170,,True,,764,False,False,scope of work,address,-96.74157,32.532569
TABS2025016916,Databank Red Oak - DFW11,DFW11,Databank,Stainback Rd,Red Oak,Ellis,325000000.0,425170,New Construction,Project Registered,2025-04-17,2025-12-15,2028-01-15,"New construction, two story data center with office component. 425,170 SF",JHET Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025016916,425170,,True,,764,False,False,scope of work,address,-96.74157,32.532569
TABS2026009183,Databank Red Oak - DFW13,DFW13,"DB Data Center Red Oak, LLC","Stainback Rd,",Red Oak,Ellis,325000000.0,425170,New Construction,Project Registered,2026-01-05,2026-03-01,2027-12-31,"New construction, two story data center with office component. 425,170 SF","JHET Architects, PLLC",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009183,425170,,True,,764,False,False,scope of work,address,-96.74157,32.532569
TABS2025004329,Databank Red Oak - DFW10,DFW10,Databank,Stainback Rd,Red Oak,Ellis,256000000.0,425170,New Construction,Project Registered,2024-10-29,2025-02-15,2028-07-15,"New construction, two story data center with office component. 425,170 SF",JHET Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004329,425170,,True,,602,False,False,scope of work,address,-96.74157,32.532569
TABS2024020821,Databank Red Oak - DFW9,DFW9,Databank,Stainback Rd,Red Oak,Ellis,256000000.0,425170,New Construction,Project Registered,2024-06-13,2024-09-15,2027-02-15,"New construction, two story data center with office component. 425,170 SF",JHET Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020821,425170,,True,,602,False,False,scope of work,address,-96.74157,32.532569
TABS2026000432,Project Nine,Innerbelt Northwest Building 04,Nathan Goetz - Transwestern,2100 Travis Street Suite 501 8118 Houston Ave,Houston,Harris,150000000.0,418000,Renovation/Alteration,Review Complete,2025-09-05,2025-09-09,2026-04-07,Interior Build out of a Data Center Support Facility for a confidential client. TWO-STORY TENANT BUILD-OUT IN EXISTING CONCRETE TILTWALL SHELL BUILDING (TYPE IIB - ESFR,Powers Brown Architecture,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000432,418000,,True,,359,False,False,scope of work,address,-95.373299,29.74909
TABS2025021441,QTS DFW2-DC4,QTS DFW2-DC4,"QTS Dallas I, LLC",794 W Beltline Road,Dallas,Dallas,175000000.0,413726,New Construction,Project Registered,2025-06-17,2025-11-15,2027-05-01,"New 413, 726 square foot 2 story building with Office and shell Data Hall space.","Corgan Associates, Inc.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021441,413726,,True,,423,False,False,operator name; scope of work,address,-96.704187,32.587369
TABS2025000600,QTS DFW2-DC1,QTS DFW2-DC1,"QTS Dallas I, LLC",303 Mason Road,Dallas,Dallas,288000000.0,413726,New Construction,Project Registered,2024-09-10,2024-11-15,2025-12-01,"New 413, 726 square foot 2 story building with Office and shell Data Hall space.",Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000600,413726,,True,,696,False,False,operator name; scope of work,address,-96.695879,32.584506
TABS2025000114,Digital Garland,DFW37,Digital Realty,1502 Ferris Road,Garland,Dallas,120000000.0,410000,New Construction,Review Complete,2024-09-03,2025-03-01,2026-10-01,"Construction of a new, 410,000sf Data Center building, comprised of tenant office and six (6) 8MW data halls and supporting infrastructure.",HED,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000114,410000,,True,,293,False,False,scope of work,address,-96.652861,32.975219
TABS2019009564,QTS DFW DC3 Redesign,DC3,QTS,6351 Longhorn Dr.,Irving,Dallas,35000000.0,408972,Additions to Existing Building,Review Complete,2019-04-17,2019-10-01,2023-09-30,"Stair Penthouse Addition, Freight Elevator Addition, Office fit out, Data Hall and support spaces fit out",Corgan,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2019009564,408972,,True,,86,False,False,operator name; scope of work,address,-96.980408,32.894873
TABS2025004394,Sabey Austin Building B: Core & Shell,Building B,Sabey Data Centers,1300 Louis Henna Blvd.,Round Rock,Williamson,95000000.0,400000,New Construction,Project Registered,2024-10-29,2025-03-01,2026-09-01,"New data center ground-up building core & shell and associated future service yards encompassing approximately 400,000 SF.",Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004394,400000,,True,,238,False,False,scope of work,address,-97.69093,30.479591
TABS2026024076,Vantage DC Abilene - TX3 - Project Frontier,TX302,"Vantage Data Centers TX302, LLC",246 PR 1604 BLDG 2,Abilene,Shackelford,1185000000.0,398117,New Construction,Project Registered,2026-06-29,2025-12-20,2027-09-08,New Data Center Building,Kiewit,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024076,398117,,True,,2977,False,False,scope of work,address,-99.294683,32.726424
TABS2026024111,Vantage DC Abilene - TX3 - Project Frontier,TX309,"Vantage Data Centers TX309, LLC",246 PR 1604 BLDG 9,Abilene,Shackelford,1161000000.0,398117,New Construction,Project Registered,2026-06-29,2026-04-22,2027-11-12,New Data Center Building,Kiewit,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024111,398117,,True,,2916,False,False,scope of work,address,-99.294683,32.726424
TABS2026024102,Vantage DC Abilene - TX3 - Project Frontier,TX307,"Vantage Data Centers TX307, LLC",246 PR 1604 BLDG 7,Abilene,Shackelford,1150000000.0,398117,New Construction,Project Registered,2026-06-29,2026-11-13,2028-04-17,New Data Center Building,Kiewit,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024102,398117,,True,,2889,False,False,scope of work,address,-99.294683,32.726424
TABS2026006348,DA12-1,DA12,DA12,1550 West Mockingbird Lane,Dallas,Dallas,542809034.0,372517,New Construction,Review Complete,2025-11-19,2026-02-19,2027-10-12,"The scope of this project includes the construction of a four story 372,517 sf data center, including interior partitions, doors, ceilings, lighting fixtures, mechanical and electrical equipment, twenty generators, five generator pads and dunnage pla",Margulies Hoelzli Architecture,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006348,372517,,True,,1457,False,False,scope of work,address,-96.85885,32.82077
TABS2026016944,QTS DFW2-DC7,DFW2-DC7,"QTS Dallas I, LLC",1341 Sunrise Rd.,Lancaster,Dallas,290000000.0,3635000,New Construction,Project Registered,2026-04-06,2026-09-01,2027-12-01,"New 363,500 square foot 2 story building with Office and shell Data Hall space.",Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026016944,363500,scope of work,True,,798,False,False,operator name; scope of work,address,-96.702287,32.580655
TABS2026013132,QTS DFW2-DC5,DFW2 DC5,"QTS Dallas I, LLC",421 Mason Rd,Wilmer,Dallas,290000000.0,363500,New Construction,Project Registered,2026-02-20,2026-07-01,2027-09-01,"New 363,500 square foot 2 story building with Office and shell Data Hall space.","Corgan Associates, Inc.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013132,363500,,True,,798,False,False,operator name; scope of work,address,-96.690985,32.583899
TABS2026013130,QTS DFW2-DC6,DFW2 DC6,"QTS Dallas I, LLC",421 Mason Rd,Wilmer,Dallas,290000000.0,363500,New Construction,Project Registered,2026-02-20,2026-07-01,2027-09-01,"New 363,500 square foot 2 story building with Office and shell Data Hall space.","Corgan Associates, Inc.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013130,363500,,True,,798,False,False,operator name; scope of work,address,-96.690985,32.583899
TABS2026001400,Stream Data Centers - DFWC1,SDC DFWC1,"SDC DFWC, LP",930 N Sunrise Rd,Wilmer,Dallas,300000000.0,360750,New Construction,Review Complete,2025-09-21,2026-04-01,2027-10-27,"The project includes a new 2 story 48 MW 360,750 sq ft data center building, substation and campus entrance.","Gensler Architecture, Design and Planning P.C.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001400,360750,,True,,832,False,False,project name; scope of work,address,-96.704874,32.587763
TABS2026008287,STACK - DFW02A-P2,DFW02A-P2,"SI DFW02A, LLC",1100 E Beltline Road,Lancaster,Dallas,202150516.0,360044,New Construction,Project Registered,2025-12-17,2026-01-30,2028-03-01,"Site improvements & construction of a new data center building. The proposed project consist of a two-story building including space for office and data halls with support rooms and storage. the building is approx. 360,044 sqft.",Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008287,360044,,True,,561,False,False,scope of work,address,-96.734291,32.586183
TABS2025010772,STACK - DFW02A,DFW02A,"SI DFW02A, LLC",1000 E Beltline Road,Lancaster,Dallas,79738000.0,360028,New Construction,Project Registered,2025-01-30,2025-05-21,2027-03-01,"Site improvements & construction of a new data center building. The proposed project consist of a two-story building including space for office and data halls with support rooms and storage. the building is approx. 360,028 sqft.",Corgan,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010772,360028,,True,,221,False,False,scope of work,address,-96.734932,32.58041
TABS2024005974,Vantage Data Centers TX21 Core and Shell +16MW Fit-Out,VDC TX21,Vantage Data Centers,5207 Rogers Road,San Antonio,Bexar,157000000.0,360000,New Construction,Review Complete,2023-11-22,2023-12-11,2025-06-01,"3-story Data Center, This phase has 2 levels of shell for future data halls and 1 level of data center space with service yards and various support spaces.",Corgan,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024005974,360000,,True,,436,False,False,project name; scope of work,address,-98.700563,29.482938
TABS2026007451,Data Center THM2A,Data Center 2,Homebound Group LLC,10357 Loop Road,Haskell,Haskell,350000000.0,350000,New Construction,Project Registered,2025-12-08,2025-12-01,2028-03-15,"Design and construction of a new one-story Data Center, located at the THM campus. The project includes roads and site improvements.","HDR Engineering, Inc.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007451,350000,,True,,1000,False,False,facility name; project name; scope of work,address,-99.561653,33.095131
TABS2026014894,Galaxy Helios Phase 2,Helios 4,Galaxy Helios II LLC,1003 FM 193,Afton,Dickens,1300000000.0,349594,New Construction,Review Complete,2026-03-13,2026-07-15,2027-11-29,"One-story Data Center / Office building with the overall area of 349,594 square feet.","Stantec Architecture, Inc.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014894,349594,,True,,3719,False,False,scope of work,address,-100.829649,33.766275
TABS2026014893,Galaxy Helios Phase 2,Helios 3,Galaxy Helios II LLC,1003 FM 193,Afton,Dickens,1300000000.0,349594,New Construction,Review Complete,2026-03-13,2026-04-06,2027-08-29,"One-story Data Center / Office building with the overall area of 349,594 square feet.","Stantec Architecture, Inc.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014893,349594,,True,,3719,False,False,scope of work,address,-100.829649,33.766275
TABS2025003248,Server Farm Eldorado PH2,El Dorado PH2,Server Farm,111 W Washington St #1700,Houston,Harris,3000000.0,348000,Renovation/Alteration,Review Complete,2024-10-15,2025-01-02,2025-06-30,Interior remodel,HKS Inc,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025003248,348000,,True,,9,False,False,project name; scope of work,address,-95.117003,29.535949
TABS2026024088,Vantage DC Abilene - TX3 - Project Frontier,TX303,"Vantage Data Centers TX303, LLC",246 PR 1604 BLDG 3,Abilene,Shackelford,990000000.0,344796,New Construction,Project Registered,2026-06-29,2025-10-30,2027-04-19,New Data Center Building,Kiewit,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024088,344796,,True,,2871,False,False,scope of work,address,-99.294683,32.726424
TABS2026024110,Vantage DC Abilene - TX3 - Project Frontier,TX308,"Vantage Data Centers TX308, LLC",246 PR 1604 BLDG 8,Abilene,Shackelford,965000000.0,344796,New Construction,Project Registered,2026-06-29,2026-09-04,2028-04-18,New Data Center Building,Kiewit,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024110,344796,,True,,2799,False,False,scope of work,address,-99.294683,32.726424
